HSC,CMP,GMP,B,Mono,MEP,EryA,NK,CD8,CD4,Gran
Inafm1,412,277,150,82,77,433,155,49,118,139,464
Inafm2,58,174,176,31,45,134,15,10,31,35,332
Inca1,0,1,0,0,0,9,0,1,0,0,6
Incenp,224,592,407,21,110,619,751,26,97,52,795
Inf2,389,272,250,46,207,178,11,44,125,69,376
Ing1,349,669,637,142,251,582,398,123,377,314,1745
Ing2,177,342,376,58,141,445,145,40,130,96,682
Ing3,124,248,280,43,142,220,63,12,115,71,549
Ing4,215,444,369,126,242,406,196,95,176,192,1530
Ing5,98,196,186,33,52,217,127,18,77,53,572
Inha,29,0,4,0,3,1,0,1,0,0,0
Inhba,65,2,0,0,0,6,3,0,0,0,628
Inhbb,0,0,0,0,0,0,0,0,0,0,2
Inhbc,0,0,0,0,0,0,0,0,0,0,0
Inhbe,0,0,0,0,0,0,0,0,0,0,0
Inip,145,464,403,67,91,387,87,46,104,63,518
Inmt,0,0,0,0,0,0,0,0,0,0,0
Ino80,231,411,353,97,188,434,80,50,172,165,450
Ino80b,321,253,210,134,79,240,69,34,104,107,276
Ino80c,139,303,293,70,176,493,90,32,66,49,573
Ino80d,100,345,370,91,101,249,75,32,165,158,894
Ino80dos,20,50,85,11,12,23,12,3,15,12,113
Ino80e,11,18,17,5,3,28,2,2,5,4,30
Inpp1,40,58,47,20,25,13,3,35,108,108,418
Inpp4a,66,59,92,44,143,24,12,31,65,97,1593
Inpp4b,4,12,12,55,5,5,4,4,403,635,68
Inpp5a,11,15,10,12,10,16,2,2,9,5,150
Inpp5b,134,239,221,38,126,376,141,81,201,142,440
Inpp5d,210,649,528,193,434,465,102,162,233,170,1946
Inpp5e,61,90,87,32,34,81,40,17,50,49,213
Inpp5f,52,207,190,136,295,127,20,29,100,149,454
Inpp5j,12,4,12,0,14,3,1,5,0,0,179
Inpp5k,239,390,340,163,306,277,182,117,283,244,1464
Inppl1,59,40,55,25,162,37,6,25,23,26,196
Ins1,1,5,0,0,0,0,0,0,0,0,0
Ins2,3,3,2,0,7,3,0,0,0,0,3
Insc,0,0,0,0,0,0,0,0,0,0,0
Insig1,27,57,49,16,42,70,31,7,28,21,274
Insig2,40,82,88,57,46,113,33,21,64,54,279
Insl3,0,1,0,0,0,1,0,0,1,0,3
Insl5,0,0,0,0,0,2,0,0,1,1,4
Insl6,27,29,22,6,0,22,0,14,58,32,63
Insm1,3,0,0,0,0,0,0,0,0,0,145
Insm2,0,2,0,1,0,0,0,0,2,3,6
Insr,52,113,88,51,73,95,11,4,43,52,213
Insrr,94,5,0,2,0,1,0,2,0,0,0
Ints1,338,356,344,95,52,370,112,52,136,100,367
Ints10,74,146,140,31,41,246,44,16,40,31,179
Ints12,106,170,209,52,148,242,63,17,49,48,923
Ints2,85,194,178,45,31,285,32,25,76,45,130
Ints3,168,249,251,70,55,369,64,52,92,92,608
Ints4,157,371,334,130,102,350,60,33,92,116,405
Ints5,173,314,269,50,61,464,117,33,74,60,334
Ints6,30,86,70,26,22,111,28,12,58,48,181
Ints7,243,533,487,97,78,697,133,35,148,88,324
Ints8,13,48,45,11,13,77,18,6,16,11,46
Ints9,127,324,324,55,103,427,124,32,137,75,404
Intu,10,21,12,5,2,29,3,0,0,0,26
Invs,56,93,83,57,25,99,10,17,43,53,132
Ip6k1,409,387,338,244,244,517,498,124,392,320,1665
Ip6k2,29,74,54,10,12,92,68,7,30,24,194
Ip6k3,0,0,2,0,32,4,0,1,0,0,41
Ipcef1,4,26,1,3,8,1,3,11,145,99,173
Ipmk,85,253,214,31,170,533,68,20,35,35,860
Ipo11,272,310,232,30,44,462,98,29,65,51,193
Ipo13,205,207,214,66,54,234,109,36,64,50,325
Ipo4,271,331,313,81,57,507,68,22,146,77,218
Ipo5,505,1046,966,97,159,1360,263,53,236,103,577
Ipo7,23,37,48,6,12,38,4,2,15,3,32
Ipo8,56,161,167,45,40,187,13,33,83,70,233
Ipo9,235,452,422,65,96,494,123,28,105,72,334
Ipp,44,82,54,7,22,106,48,0,8,6,69
Ippk,61,84,89,4,14,128,22,2,16,13,105
Ipw,0,0,0,0,0,0,0,0,0,0,0
Iqca,4,0,0,1,1,0,0,0,1,0,3
Iqcb1,19,47,36,23,2,62,13,6,5,17,86
Iqcc,41,82,74,16,20,152,13,12,56,29,105
Iqcd,0,3,6,0,0,169,66,1,9,16,16
Iqce,135,112,99,31,47,82,1,25,92,41,166
Iqcf1,0,0,0,0,0,0,0,0,0,0,1
Iqcf3,0,0,0,0,0,0,0,0,0,0,0
Iqcf4,0,0,0,0,0,0,0,0,0,0,0
Iqcf5,0,0,0,0,0,0,0,0,0,0,0
Iqcf6,0,0,0,0,0,0,0,0,0,0,0
Iqcg,6,13,18,0,0,7,0,0,1,0,7
Iqch,0,0,0,2,0,0,0,0,0,0,0
Iqcj,0,0,0,0,0,0,0,0,0,0,0
Iqck,5,7,6,0,0,4,0,0,0,0,16
Iqgap1,659,1381,1305,889,1767,780,148,578,1001,752,7572
Iqgap2,571,1085,826,11,529,676,193,106,252,165,995
Iqgap3,124,153,74,2,24,130,191,0,6,0,171
Iqsec1,94,78,82,119,30,117,238,33,74,31,1137
Iqsec2,17,80,67,2,49,23,0,10,1,0,83
Iqsec3,0,0,0,0,0,0,0,0,0,0,0
Iqub,0,0,0,0,0,0,0,0,0,0,0
Irak1,481,1291,1352,295,503,1031,290,176,485,377,1089
Irak1bp1,14,101,68,2,0,72,2,0,5,2,33
Irak2,33,45,50,71,79,117,103,36,22,26,533
Irak3,101,131,239,31,169,62,3,19,4,14,610
Irak4,62,121,163,38,131,88,7,33,84,60,1180
Ireb2,48,190,185,101,88,264,3,32,114,86,311
Irf1,214,311,291,144,374,124,18,173,441,321,1648
Irf2,328,398,296,217,493,375,153,145,326,184,1457
Irf2bp1,173,345,327,48,89,419,70,33,128,62,434
Irf2bp2,364,1169,1321,84,291,763,43,42,299,197,1848
Irf2bpl,39,62,32,106,99,7,7,153,311,257,233
Irf3,347,533,504,259,236,589,204,148,422,341,868
Irf4,14,5,3,125,121,7,12,2,38,39,372
Irf5,67,246,241,236,834,36,47,99,23,43,856
Irf6,10,0,1,0,0,5,0,0,15,25,6
Irf7,365,176,92,106,853,422,554,115,320,220,1490
Irf8,151,2249,2068,654,1191,226,155,505,138,112,1510
Irf9,216,427,305,160,446,485,537,99,399,356,1636
Irgc1,0,0,0,10,1,0,1,0,0,0,27
Irgm1,212,328,199,126,323,418,243,42,216,180,584
Irgm2,90,73,54,36,134,70,69,21,95,83,588
Irgq,76,97,109,53,13,107,4,10,62,38,281
Irs1,2,6,8,0,4,2,2,0,1,0,13
Irs2,73,44,53,73,53,189,141,13,49,39,338
Irs3,1,0,0,0,0,0,1,0,0,0,16
Irs4,0,0,0,0,0,0,0,0,0,0,0
Irx1,0,0,0,0,0,0,0,0,0,0,0
Irx2,0,0,0,0,0,0,0,0,0,0,1
Irx3,0,0,0,0,0,0,0,0,0,0,0
Irx4,0,0,0,0,0,0,0,0,0,0,0
Irx5,0,0,0,0,0,0,0,0,0,0,0
Irx6,0,0,0,0,0,0,0,0,0,0,0
Isca1,173,307,297,97,91,922,990,55,152,105,778
Isca2,139,330,324,94,161,634,466,58,144,109,589
Iscu,231,512,587,97,425,566,359,98,210,121,1122
Isg15,358,126,78,56,402,325,841,34,194,169,1565
Isg20,339,200,135,77,222,1063,1023,10,126,153,1249
Isg20l2,122,365,354,55,111,588,63,27,164,102,316
Isl1,0,0,0,0,0,0,0,0,0,0,0
Isl2,0,0,0,0,0,0,0,0,0,0,2
Islr,94,6,0,0,0,1,1,0,7,5,1
Islr2,0,0,0,9,0,1,0,0,0,0,1
Ism1,0,0,0,0,0,0,0,0,0,0,1
Ism2,0,0,0,0,0,0,0,0,0,0,0
Isoc1,184,436,361,35,210,701,88,33,146,76,429
Isoc2a,59,104,125,16,29,133,17,12,23,26,80
Isoc2b,49,65,65,11,28,41,4,10,41,18,238
Ispd,3,19,15,1,1,38,3,0,0,0,31
Israa,93,71,52,9,11,34,4,12,18,20,157
Ist1,106,469,443,108,275,405,88,81,231,162,993
Isx,0,0,0,0,0,0,0,0,0,0,0
Isy1,365,560,555,124,135,752,107,75,250,161,517
Isyna1,695,625,718,131,171,948,60,47,335,216,791
Itch,34,105,137,26,84,120,26,23,55,51,635
Itfg1,75,261,258,29,87,184,19,36,69,57,515
Itfg2,135,133,138,39,28,233,30,15,66,34,131
Itga1,1,34,71,0,28,3,0,0,10,0,22
Itga10,14,14,15,8,3,18,0,0,10,14,31
Itga11,0,3,0,0,0,0,0,0,2,0,3
Itga2,3,7,2,0,0,0,0,31,4,2,13
Itga2b,694,466,252,10,8,198,69,9,15,8,193
Itga3,6,0,0,0,0,0,0,3,7,5,17
Itga4,536,837,629,341,1041,1223,432,640,821,661,1605
Itga5,52,28,29,0,12,63,2,7,2,2,22
Itga6,275,398,308,20,10,162,2,49,192,289,236
Itga7,0,0,0,0,0,0,0,0,1,15,0
Itga8,0,0,0,0,5,1,1,0,0,0,36
Itga9,14,10,4,1,2,4,16,0,3,1,563
Itgad,1,0,1,0,0,0,23,14,4,3,371
Itgae,8,4,6,6,0,8,3,8,372,61,64
Itgal,101,558,505,150,764,127,35,493,598,508,1929
Itgam,82,213,167,9,850,107,17,319,30,10,3685
Itgav,30,45,29,22,80,24,2,14,32,35,240
Itgax,0,33,21,8,51,9,9,326,47,2,567
Itgb1,357,789,764,59,659,1072,352,436,502,301,1454
Itgb1bp1,45,184,179,37,81,185,30,26,86,49,642
Itgb1bp2,1,2,3,2,0,7,4,0,6,1,15
Itgb2,197,243,239,157,986,247,71,571,649,552,2617
Itgb2l,68,29,7,0,0,42,2,0,0,1,1651
Itgb3,88,132,97,36,54,19,13,19,60,160,986
Itgb3bp,16,91,69,14,7,96,2,3,27,16,7
Itgb4,33,11,9,3,1,11,2,1,1,0,4
Itgb5,11,135,83,0,207,7,18,28,0,6,438
Itgb6,4,0,0,0,0,1,1,0,0,0,2
Itgb7,199,276,126,183,659,151,57,225,800,656,798
Itgb8,1,0,0,0,0,0,0,0,0,0,0
Itgbl1,0,0,0,0,0,0,0,0,0,0,0
Itih1,0,0,0,0,0,0,0,0,0,0,0
Itih2,0,0,0,0,0,0,0,0,0,0,1
Itih3,0,0,0,0,0,0,0,0,0,0,0
Itih4,0,0,0,0,0,0,0,0,0,0,1
Itih5,192,186,107,18,4,23,2,62,14,47,547
Itih5l-ps,0,0,0,0,0,0,0,0,0,0,0
Itk,7,5,0,11,0,2,3,53,595,402,122
Itln1,0,0,0,1,0,0,0,0,0,0,0
Itm2a,14,19,13,4,3,5,1,15,72,116,31
Itm2b,1437,2316,2404,539,2220,1664,766,689,1294,1224,5392
Itm2c,386,644,769,71,557,345,58,187,410,489,967
Itpa,304,583,602,86,163,764,245,54,176,111,420
Itpk1,201,266,253,35,115,99,8,56,145,97,721
Itpka,0,9,23,4,0,9,0,0,0,4,11
Itpkb,28,9,9,22,16,12,1,4,25,46,86
Itpkc,20,45,33,13,17,63,7,15,37,37,159
Itpr1,70,278,220,110,192,97,11,33,73,60,552
Itpr2,78,125,83,236,156,101,58,134,476,435,1634
Itpr3,97,158,132,232,23,50,27,62,247,163,307
Itprip,187,220,247,82,106,126,13,56,144,117,1183
Itpripl1,44,164,158,37,61,172,10,20,29,44,482
Itpripl2,51,148,193,1,220,33,2,33,15,6,1089
Itsn1,176,72,36,27,56,128,831,8,5,10,408
Itsn2,136,283,256,279,220,287,96,100,241,256,1067
Ivd,138,354,396,64,51,184,19,13,72,81,290
Ivl,0,0,0,0,0,0,0,0,0,0,0
Ivns1abp,472,1307,1100,247,243,967,44,77,304,166,732
Iws1,152,355,277,105,109,524,227,45,209,183,711
Iyd,0,0,0,0,0,0,0,0,0,0,0
Izumo1,5,4,2,0,0,5,0,8,0,0,6
Izumo1r,2,0,0,8,1,1,1,3,268,616,32
Izumo2,0,0,0,0,0,0,0,0,0,0,0
Izumo3,0,0,0,0,0,0,0,0,0,0,0
Izumo4,135,73,42,76,27,53,41,43,154,143,280
Jade1,232,581,482,90,44,623,228,42,174,148,497
Jade2,176,116,103,217,7,164,24,102,210,273,466
Jade3,13,53,49,6,8,74,4,3,4,4,42
Jag1,18,20,12,0,8,17,13,0,2,1,161
Jag2,23,10,4,0,0,2,0,0,1,7,13
Jagn1,216,352,377,52,125,473,27,36,138,87,262
Jak1,484,725,640,418,624,1057,467,695,1496,1006,2615
Jak2,156,231,202,83,192,450,272,64,191,171,1212
Jak3,126,122,123,80,67,50,14,54,122,112,274
Jakmip1,28,62,29,57,1,35,12,41,181,102,69
Jakmip2,26,20,17,1,16,22,12,0,1,0,19
Jakmip3,0,0,0,0,0,0,0,0,0,0,0
Jam2,26,0,1,0,0,1,0,1,0,1,4
Jam3,46,7,0,0,0,1,2,0,0,1,7
Jarid2,117,242,295,112,335,296,83,61,103,146,1176
Jazf1,9,8,7,7,7,3,0,2,26,5,71
Jchain,0,2,0,277,0,0,35,1,3,9,161
Jdp2,52,170,172,3,42,16,4,29,16,13,1041
Jhy,0,0,0,0,0,0,0,0,0,0,0
Jkamp,113,230,201,57,108,215,19,60,103,89,528
Jmjd1c,90,223,154,133,116,371,25,58,127,119,1013
Jmjd4,51,71,53,19,11,127,8,13,19,19,84
Jmjd6,169,269,303,95,85,413,52,52,162,102,472
Jmjd7,5,17,15,5,1,25,1,4,4,4,35
Jmjd8,106,108,106,24,24,128,21,5,60,38,142
Jmy,83,155,117,21,34,333,128,23,92,63,198
Josd1,226,280,310,56,51,678,180,17,88,54,619
Josd2,394,359,391,157,114,641,632,66,139,207,490
Jph1,3,2,1,0,0,4,0,0,1,0,11
Jph2,0,0,0,0,0,0,0,1,22,0,0
Jph3,17,15,27,0,8,8,10,1,2,2,170
Jph4,3,0,0,0,0,4,0,0,0,0,0
Jpx,36,38,27,14,5,50,4,3,16,7,10
Jrk,8,33,52,8,1,81,4,9,19,16,51
Jrkl,14,41,31,19,17,33,22,21,19,14,235
Jsrp1,36,4,5,0,0,0,0,0,15,0,2
Jtb,246,509,556,189,238,666,39,65,272,229,681
Jun,533,491,388,38,102,131,14,20,30,35,1385
Junb,369,268,284,213,513,269,45,170,368,394,1961
Jund,315,322,261,227,184,326,301,134,312,283,1512
Jup,38,87,72,0,63,18,19,31,14,12,478
Kalrn,64,5,7,1,0,5,2,0,0,0,5
Kank1,3,0,0,0,0,0,0,0,0,0,0
Kank2,26,30,40,1,7,2,0,3,0,0,22
Kank3,17,66,56,3,56,59,0,1,5,7,55
Kank4,0,0,0,0,0,0,0,0,0,0,0
Kank4os,0,0,0,0,0,0,0,0,0,0,0
Kansl1,357,458,415,163,204,442,87,103,281,282,772
Kansl1l,20,60,43,11,8,32,0,2,6,13,48
Kansl2,214,610,582,168,185,676,130,68,182,150,552
Kansl3,225,419,347,111,172,414,120,100,241,183,488
Kantr,39,78,60,34,18,51,12,10,45,39,146
Kap,0,0,0,0,0,0,0,0,0,0,0
Kars,413,803,809,127,204,1028,148,73,280,174,380
Kat2a,296,343,318,46,75,417,16,15,111,66,167
Kat2b,69,189,157,69,159,171,106,34,176,140,566
Kat5,209,269,294,60,146,323,120,48,118,84,864
Kat6a,206,346,308,203,267,439,288,83,265,207,1363
Kat6b,39,97,61,46,23,49,15,12,41,66,369
Kat7,208,388,357,46,111,388,107,54,115,96,467
Kat8,87,142,152,33,58,230,36,36,63,40,267
Katna1,84,206,206,53,91,327,103,36,119,74,592
Katnal1,112,80,51,8,15,217,338,10,20,10,63
Katnal2,0,0,3,0,0,2,0,0,0,0,0
Katnb1,101,200,145,26,42,164,74,27,68,38,278
Katnbl1,14,57,68,17,29,103,21,9,40,41,136
Kazald1,138,15,31,5,13,32,9,0,7,3,56
Kazn,18,19,6,0,1,10,1,0,0,0,39
Kbtbd11,33,36,27,70,66,1,3,62,490,462,317
Kbtbd12,0,1,6,0,0,7,3,0,0,0,2
Kbtbd13,2,2,3,0,0,0,0,0,0,0,0
Kbtbd2,70,162,155,63,64,179,112,35,116,96,385
Kbtbd3,7,37,26,19,18,35,16,9,23,25,54
Kbtbd4,84,173,165,45,31,221,32,20,59,64,213
Kbtbd6,18,16,12,0,2,24,28,1,1,0,34
Kbtbd7,0,32,16,8,14,30,7,2,9,8,328
Kbtbd8,6,24,25,8,3,46,0,4,13,10,4
Kcmf1,274,554,570,116,290,802,417,99,251,205,1425
Kcna1,0,0,0,0,0,0,0,0,0,0,0
Kcna10,0,0,0,0,0,0,0,0,0,0,0
Kcna2,6,4,2,5,0,3,13,4,313,50,675
Kcna3,5,14,3,3,1,2,0,1,10,6,5
Kcna4,1,0,0,0,0,0,0,0,0,0,0
Kcna5,0,0,0,0,0,0,0,0,0,0,0
Kcna6,0,0,0,0,0,0,0,0,0,0,4
Kcna7,0,0,0,0,0,0,0,0,0,0,0
Kcnab1,1,2,4,0,0,0,0,0,0,0,1
Kcnab2,365,536,552,131,254,460,16,210,427,298,773
Kcnab3,0,2,0,1,7,10,0,7,1,0,19
Kcnb1,4,22,18,35,0,5,1,0,0,6,36
Kcnb2,10,0,0,0,0,0,0,0,0,0,0
Kcnc1,26,28,14,0,0,14,0,9,100,7,26
Kcnc2,1,0,0,0,1,2,0,0,0,0,0
Kcnc3,45,3,8,18,7,30,2,7,0,0,69
Kcnc4,0,0,0,0,0,0,0,0,2,0,0
Kcnd1,40,13,3,2,3,19,6,0,0,0,105
Kcnd2,0,0,0,0,0,0,0,0,0,0,0
Kcnd3,1,0,0,0,0,0,0,0,0,0,1
Kcnd3os,0,0,0,0,0,0,0,0,0,0,0
Kcne1,0,0,0,0,0,0,0,0,0,0,0
Kcne1l,0,0,0,0,0,0,0,0,0,0,0
Kcne2,0,0,0,0,0,0,0,0,0,0,0
Kcne3,4,12,9,0,62,26,0,0,0,0,44
Kcne4,0,0,0,0,0,0,0,0,0,0,0
Kcnf1,0,0,0,0,0,0,0,0,0,0,2
Kcng1,0,12,4,4,0,0,0,0,0,0,3
Kcng2,103,69,62,0,5,336,3,0,0,0,81
Kcng3,0,0,0,0,0,0,0,0,0,0,0
Kcng4,0,0,0,0,0,0,0,0,0,0,0
Kcnh1,1,0,0,0,0,1,0,0,0,0,0
Kcnh2,1,9,2,0,2,0,0,0,17,16,0
Kcnh3,0,0,0,0,0,0,0,0,10,28,10
Kcnh4,0,0,2,3,0,0,0,0,2,0,4
Kcnh5,0,0,0,0,0,0,0,0,0,0,1
Kcnh6,0,1,0,1,0,0,0,0,1,0,1
Kcnh7,0,0,0,0,0,0,0,0,0,0,1
Kcnh8,0,0,0,0,0,0,0,0,0,0,0
Kcnip1,0,0,0,0,0,0,0,0,0,0,0
Kcnip2,0,2,0,0,0,28,10,0,18,90,7
Kcnip3,119,201,271,1,5,4,1,157,15,3,411
Kcnip4,7,3,0,0,0,1,0,0,0,0,0
Kcnj1,0,0,0,6,0,0,0,0,0,0,0
Kcnj10,0,8,1,1,0,8,8,0,0,0,361
Kcnj11,0,0,0,1,0,0,0,0,1,0,1
Kcnj12,2,1,1,1,0,0,7,0,0,1,0
Kcnj13,3,3,0,0,0,0,0,0,0,0,0
Kcnj14,2,1,5,0,0,2,0,0,1,0,0
Kcnj15,0,1,0,0,0,0,0,0,0,0,0
Kcnj16,0,0,0,0,0,0,1,0,1,2,318
Kcnj2,3,27,61,2,61,4,0,7,0,0,432
Kcnj3,0,0,0,0,0,0,0,0,0,0,0
Kcnj4,0,0,0,0,0,0,0,0,0,0,0
Kcnj5,22,9,5,0,0,2,0,0,0,0,0
Kcnj6,0,1,0,0,0,0,0,0,0,0,0
Kcnj8,0,0,0,0,0,1,0,58,30,1,6
Kcnj9,0,0,0,0,0,0,5,0,0,0,19
Kcnk1,0,1,0,0,0,0,0,1,0,0,4
Kcnk10,0,2,0,2,0,1,0,2,0,1,8
Kcnk12,101,450,458,0,12,11,1,0,2,2,52
Kcnk13,0,1,7,1,2,1,1,0,0,0,94
Kcnk15,0,0,0,0,0,0,0,0,0,0,0
Kcnk16,0,0,0,0,0,0,0,0,0,0,0
Kcnk18,0,0,0,0,0,0,0,0,0,0,1
Kcnk2,0,0,0,0,0,0,0,0,0,0,1
Kcnk3,16,2,3,0,0,7,3,1,0,0,18
Kcnk4,0,0,3,0,0,0,0,0,0,0,0
Kcnk5,189,79,13,24,7,139,35,21,21,7,71
Kcnk6,17,34,97,4,56,5,1,4,2,16,454
Kcnk7,3,2,2,1,1,12,1,5,17,5,9
Kcnk9,0,0,0,0,0,0,0,0,0,0,0
Kcnma1,4,5,3,0,1,5,5,1,0,0,4
Kcnmb1,0,2,0,1,0,2,0,0,3,2,11
Kcnmb2,0,0,0,0,0,0,0,0,0,0,0
Kcnmb3,0,0,0,0,0,0,0,0,0,0,3
Kcnmb4,0,0,0,0,0,0,0,0,15,31,9
Kcnmb4os1,0,0,0,0,0,0,0,0,0,0,0
Kcnmb4os2,0,1,0,0,0,0,1,0,7,0,8
Kcnn1,3,19,6,0,1,4,12,0,0,0,25
Kcnn2,0,0,0,0,0,0,0,0,0,0,0
Kcnn3,0,0,0,0,0,0,0,0,0,0,1
Kcnn4,667,574,493,68,41,996,652,17,568,617,426
Kcnq1,0,0,0,0,0,0,0,0,0,0,36
Kcnq1ot1,1052,1129,973,363,77,1654,82,95,444,332,851
Kcnq2,0,0,0,1,0,0,0,0,0,0,1
Kcnq3,0,7,4,0,6,0,0,0,0,0,0
Kcnq4,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,22,52,43,16,0,4,1,12,10,11,17
Kcnrg,0,5,1,1,8,5,11,2,1,1,58
Kcns1,1,5,3,0,0,17,0,0,0,0,0
Kcns2,0,0,0,0,0,0,0,0,0,0,0
Kcns3,0,0,0,0,0,0,0,0,0,0,0
Kcnt1,0,0,0,0,0,0,0,0,0,0,2
Kcnt2,0,0,0,0,0,0,0,0,0,0,0
Kcnu1,0,0,0,0,0,0,0,0,0,0,1
Kcnv1,0,0,0,0,0,0,0,0,0,0,0
Kcnv2,0,0,0,0,0,0,0,0,0,0,0
Kcp,0,6,0,2,0,0,0,0,0,2,11
Kctd1,127,275,183,7,18,97,1,5,19,3,47
Kctd10,13,21,26,4,34,37,9,3,9,13,227
Kctd11,16,42,52,4,40,17,3,33,2,0,472
Kctd12,51,306,272,111,386,57,9,46,17,12,1690
Kctd12b,8,27,21,1,87,7,0,14,1,4,26
Kctd13,68,132,126,36,61,117,22,16,49,46,249
Kctd14,116,182,108,50,19,157,413,0,5,2,210
Kctd15,0,3,4,0,0,1,0,15,8,0,5
Kctd16,0,0,0,0,0,0,0,0,0,0,0
Kctd17,152,239,231,0,80,12,4,8,23,44,164
Kctd18,58,75,68,15,49,78,15,19,53,47,267
Kctd19,0,0,3,0,0,0,0,0,0,0,5
Kctd2,103,148,151,41,107,177,70,63,165,114,619
Kctd20,62,191,247,20,112,199,94,18,19,12,689
Kctd21,3,14,30,2,55,11,2,17,10,7,174
Kctd3,17,129,136,64,40,162,126,12,49,38,144
Kctd4,3,7,9,3,4,13,0,3,6,0,15
Kctd5,36,178,220,34,74,265,61,11,56,33,338
Kctd6,7,37,31,17,48,67,31,10,29,23,180
Kctd7,45,40,18,0,4,87,118,13,3,2,82
Kctd8,0,0,0,0,0,0,0,0,1,0,0
Kctd9,16,84,58,6,30,92,73,14,18,12,154
Kdelc1,68,179,236,1,22,224,1,1,27,10,72
Kdelc2,52,111,93,1,20,20,2,4,3,4,107
Kdelr1,396,845,885,118,473,829,284,88,331,266,1487
Kdelr2,241,727,947,47,186,812,190,80,141,63,810
Kdelr3,0,0,8,0,0,1,0,0,0,0,9
Kdf1,3,1,0,0,0,1,0,0,0,0,15
Kdm1a,164,300,274,43,65,405,83,33,130,93,559
Kdm1b,21,55,40,30,31,41,1,14,37,41,203
Kdm2a,457,789,770,281,367,801,412,134,444,362,1799
Kdm2b,215,395,365,58,90,487,30,29,67,53,412
Kdm3a,181,150,138,71,88,191,67,44,156,134,372
Kdm3b,110,285,248,118,141,231,73,60,156,104,753
Kdm4a,112,161,169,61,82,205,145,24,76,85,521
Kdm4b,147,135,100,80,29,160,45,30,111,79,354
Kdm4c,38,106,82,41,62,139,29,40,68,56,442
Kdm4d,2,4,0,2,0,5,0,0,3,6,3
Kdm5a,487,655,631,371,320,838,224,148,555,467,1335
Kdm5b,265,344,316,39,110,465,33,34,154,134,1018
Kdm5c,421,552,543,156,258,682,307,101,255,217,996
Kdm5d,0,0,0,0,0,0,0,0,0,0,0
Kdm6a,94,189,178,52,85,299,53,44,139,104,367
Kdm6b,451,201,177,110,160,276,30,68,252,361,4275
Kdm7a,126,180,154,229,721,292,700,119,302,304,3033
Kdm8,26,61,39,7,6,94,39,3,16,9,40
Kdr,23,4,2,0,0,1,0,0,0,0,128
Kdsr,278,394,355,49,69,297,7,29,127,103,317
Keap1,732,827,875,198,437,1159,438,99,415,331,1356
Keg1,0,0,0,0,0,0,0,0,0,0,0
Kel,85,34,19,0,4,730,747,2,4,0,120
Kera,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,18,0,3,0
Khdc1b,0,0,0,0,0,0,0,8,0,0,5
Khdc1c,0,0,0,0,0,0,0,0,0,0,0
Khdc3,0,10,18,0,10,1,0,3,3,10,244
Khdrbs1,423,917,891,206,352,1122,196,156,480,390,1248
Khdrbs2,0,0,0,0,0,0,0,0,0,0,0
Khdrbs3,50,67,44,0,0,131,4,1,1,1,7
Khk,335,373,351,28,209,411,30,19,46,24,637
Khnyn,14,50,36,21,14,26,16,8,36,21,334
Khsrp,618,762,697,157,248,1099,279,95,213,166,520
Kidins220,104,254,210,57,145,286,44,74,186,144,848
Kif11,163,333,191,9,34,429,766,3,17,9,362
Kif12,0,0,0,0,0,0,0,0,0,0,0
Kif13a,142,261,290,12,124,257,6,5,18,24,310
Kif13b,3,26,24,10,2,23,9,2,5,7,90
Kif14,52,98,54,0,1,128,348,0,5,0,154
Kif15,144,361,226,8,33,395,432,7,17,25,297
Kif16b,44,106,108,18,27,51,3,3,37,28,203
Kif16bos,0,0,0,0,0,0,0,0,0,0,0
Kif17,10,136,122,1,0,4,0,1,1,0,46
Kif18a,3,53,27,0,5,41,35,0,2,3,20
Kif18b,79,165,76,2,18,261,472,0,7,0,149
Kif19a,2,2,2,1,1,0,0,0,0,0,13
Kif1a,0,0,0,0,1,0,0,0,0,0,30
Kif1b,117,99,191,24,119,42,2,64,330,211,933
Kif1bp,40,116,122,24,37,215,81,10,55,29,287
Kif1c,100,165,85,41,188,141,18,70,147,105,866
Kif20a,16,20,30,1,4,54,39,0,5,5,21
Kif20b,253,375,283,43,36,488,262,11,61,47,225
Kif21a,23,2,4,0,0,6,0,1,0,0,13
Kif21b,142,176,129,261,185,103,30,198,579,543,1655
Kif22,141,372,246,13,40,527,629,3,25,9,425
Kif23,51,325,189,1,58,149,672,4,67,19,792
Kif24,6,32,21,4,0,44,40,1,4,5,31
Kif26a,1,1,0,0,1,1,2,0,0,0,9
Kif26b,8,4,6,0,0,14,0,0,0,0,2
Kif27,0,0,0,0,0,2,0,0,0,0,0
Kif2a,283,416,316,48,132,548,508,43,163,119,727
Kif2b,0,0,0,0,0,0,0,0,0,0,0
Kif2c,38,169,129,3,5,211,295,0,6,0,197
Kif3a,91,108,111,9,30,354,53,9,26,33,220
Kif3b,62,93,76,21,114,180,13,26,78,85,840
Kif3c,4,10,7,2,11,3,0,4,15,2,34
Kif4,87,182,95,2,18,243,521,1,3,1,204
Kif4-ps,0,0,0,0,0,0,0,0,0,0,0
Kif5a,7,18,22,2,8,9,1,1,2,0,85
Kif5b,663,1275,1326,413,793,1600,587,239,734,707,2408
Kif5c,2,0,2,0,5,4,0,5,11,26,14
Kif6,0,1,0,0,0,0,0,0,0,0,0
